#,Name,Start,End,Length
M1,Prends garde,0:25.442,,
R1,1-1,0:00.000,0:07.646,0:07.646
R2,1-2,0:07.646,0:15.058,0:07.412
R3,2-1,0:15.058,0:22.785,0:07.726
R4,2-2,0:22.785,0:30.547,0:07.762
R5,2-3,0:30.547,0:40.895,0:10.347
R6,3-1,0:40.895,0:45.680,0:04.785
R7,3-2,0:45.680,0:53.181,0:07.501
R8,3-3,0:53.181,1:00.355,0:07.174
R9,3-4,1:00.355,1:12.293,0:11.938
