#,Name,Start,End,Length
R1,1-1,0:00.000,0:24.758,0:24.758
R2,1-2,0:24.758,0:45.472,0:20.714
R3,1-3,0:45.472,1:06.192,0:20.720
R4,1-4,1:06.192,1:29.408,0:23.215
