#,Name,Start,End,Length
R1,1-1,0:00.000,0:10.641,0:10.641
R2,1-2,0:10.641,0:19.377,0:08.736
R3,2-1,0:19.377,0:30.529,0:11.152
R4,2-2,0:30.529,0:36.760,0:06.230
R5,2-3,0:36.760,0:43.117,0:06.357
R6,2-4,0:43.117,0:52.906,0:09.789
R7,3-1,0:52.906,1:01.457,0:08.550
R8,3-2,1:01.457,1:08.272,0:06.815
R9,3-3,1:08.272,1:18.462,0:10.190
R10,3-4,1:18.462,1:30.570,0:12.108
R11,4-1,1:30.570,1:40.020,0:09.450
R12,4-2,1:40.020,2:02.328,0:22.307
R13,4-3,2:02.328,2:06.723,0:04.395
