#,Name,Start,End,Length
R1,1-1,0:00.000,0:13.018,0:13.018
R2,2-1,0:13.018,0:26.762,0:13.744
R3,2-2,0:26.762,0:38.490,0:11.728
R4,3-1,0:38.490,0:47.802,0:09.312
R5,3-2,0:47.802,0:57.386,0:09.584
R6,4-1,0:57.386,1:09.438,0:12.052
