#,Name,Start,End,Length
R1,1-1,0:00.000,0:04.473,0:04.473
R2,2-1,0:04.473,0:09.746,0:05.273
R3,2-2,0:09.746,0:15.058,0:05.312
R4,3-1,0:15.058,0:20.225,0:05.167
