#,Name,Start,End,Length
R0,1-1,0:00.000,0:05.531,0:05.531
R1,1-2,0:05.531,0:11.147,0:05.615
R2,2-1,0:11.147,0:16.619,0:05.472
R3,2-2,0:16.619,0:22.178,0:05.558
R4,3-1,0:22.178,0:25.722,0:03.543
R5,3-2,0:25.722,0:27.619,0:01.896
