#,Name,Start,End,Length
R0,1-1,0:00.000,0:09.341,0:09.341
R1,2-1,0:09.341,0:21.733,0:12.391
R2,2-2,0:21.733,0:33.550,0:11.816
R3,2-3,0:33.550,0:43.145,0:09.595
R4,3-1,0:43.145,0:52.592,0:09.447
R5,3-2,0:52.592,1:00.839,0:08.246
R6,3-3,1:00.839,1:09.001,0:08.162
R7,4-1,1:09.001,1:14.505,0:05.503
R8,4-2,1:14.505,1:19.957,0:05.452
R9,4-3,1:19.957,1:28.163,0:08.205
M1,le porte stridano,0:33.560,,
M1,coda,1:09.056,,
