#,Name,Start,End,Length
R0,1-1,0:00.000,0:10.701,0:10.701
R1,1-2,0:10.701,0:22.881,0:12.179
R2,2-1,0:22.881,0:37.135,0:14.254
R3,2-2,0:37.135,0:49.005,0:11.870
R4,2-3,0:49.005,1:01.879,0:12.873
M1,ah quale incognito,0:34.809,,
