#,Name,Start,End,Length
M1,,0:08.461,,
M2,,0:14.201,,
M3,,0:21.157,,
M4,,0:26.808,,
M5,,0:32.416,,
M6,,0:38.202,,
M7,,0:43.828,,
M8,,0:53.114,,
M9,,1:00.872,,
M10,,1:08.221,,
M11,,1:15.449,,
M12,,1:21.132,,
M13,,1:27.171,,
M14,,1:37.434,,
M15,,1:44.336,,
M16,,1:50.100,,
M17,,1:56.810,,
M18,,2:02.929,,
M19,,2:08.708,,
R1,,0:00.000,0:32.416,0:32.416
R2,,0:32.416,1:08.221,0:35.805
R3,,1:08.221,1:44.336,0:36.115
R4,,1:44.336,2:24.040,0:39.703
