#,Name,Start,End,Length
M1,Non lagnarti,0:32.876,,
M2,Che puo dirsi,1:14.853,,
R1,1-1,0:00.000,0:11.471,0:11.471
R2,1-2,0:11.471,0:24.227,0:12.755
R3,2-1,0:24.227,0:37.155,0:12.928
R4,2-2,0:37.155,0:50.307,0:13.152
R5,3-1,0:50.307,1:03.624,0:13.317
R6,3-2,1:03.624,1:16.723,0:13.098
R7,4-1,1:16.723,1:30.315,0:13.592
R8,4-2,1:30.315,1:46.769,0:16.453
