#,Name,Start,End,Length
R0,1-1,0:00.000,0:07.558,0:07.558
R1,2-1,0:07.558,0:14.722,0:07.163
R2,2-2,0:14.722,0:21.793,0:07.070
R3,2-3,0:21.793,0:28.970,0:07.177
R4,3-1,0:28.970,0:34.886,0:05.916
R5,3-2,0:34.886,0:41.282,0:06.396
R6,3-3,0:41.282,0:48.418,0:07.135
R7,4-1,0:48.418,0:54.121,0:05.702
R8,4-2,0:54.121,0:59.911,0:05.790
R9,4-3,0:59.911,1:12.743,0:12.832
M1,d'orror l'ingombrino,0:21.885,,
M1,d'orror l'ingombrino 2,0:51.330,,
