#,Name,Start,End,Length
R1,1-1,0:00.000,0:06.651,0:06.651
R2,1-2,0:06.651,0:15.486,0:08.834
R3,2-1,0:15.486,0:25.038,0:09.552
R4,2-2,0:25.038,0:34.208,0:09.170
R5,3-1,0:34.208,0:44.690,0:10.481
