#,Name,Start,End,Length
M1,,1:24.626,,
M2,,0:38.012,,
R0,1-1,0:00.000,0:15.018,0:15.018
R1,1-2,0:15.018,0:28.614,0:13.596
R2,2-1,0:28.614,0:46.606,0:17.992
R3,2-2,0:46.606,1:02.159,0:15.552
R4,3-1,1:02.159,1:17.753,0:15.594
R5,3-2,1:17.753,1:33.306,0:15.553
R6,4-1,1:33.306,1:48.876,0:15.570
R7,4-2,1:48.876,2:06.625,0:17.748
