#,Name,Start,End,Length
M1,,0:21.825,,
M2,,0:51.302,,
R0,1-1,0:00.000,0:07.557,0:07.557
R1,2-1,0:07.557,0:14.717,0:07.159
R2,2-2,0:14.717,0:21.825,0:07.108
R3,2-3,0:21.825,0:29.056,0:07.230
R4,3-1,0:29.056,0:34.875,0:05.819
R5,3-2,0:34.875,0:41.261,0:06.385
R6,3-3,0:41.261,0:48.370,0:07.109
R7,4-1,0:48.370,0:54.154,0:05.784
R8,4-2,0:54.154,0:59.898,0:05.743
R9,4-3,0:59.898,1:12.743,0:12.845
