#,Name,Start,End,Length
R0,1-1,0:00.000,0:09.033,0:09.033
R1,1-2,0:09.033,0:21.051,0:12.018
R2,1-3,0:21.051,0:29.972,0:08.920
R3,1-4,0:29.972,0:41.917,0:11.945
R4,2-1,0:41.917,0:54.025,0:12.108
R5,2-2,0:54.025,1:05.978,0:11.953
R6,2-3,1:05.978,1:17.935,0:11.957
R7,3-1,1:17.935,1:27.008,0:09.073
R8,3-2,1:27.008,1:39.080,0:12.072
R9,3-3,1:39.080,1:48.007,0:08.926
R10,3-4,1:48.007,2:01.061,0:13.054
M1,,0:38.249,,
M2,,1:02.990,,
M3,,1:27.003,,
