#,Name,Start,End,Length
R1,1-1,0:00.000,0:06.666,0:06.666
R2,1-2,0:06.666,0:13.333,0:06.666
R3,1-1,0:13.333,0:20.000,0:06.666
R4,1-2,0:20.000,0:27.777,0:07.777
