#,Name,Start,End,Length
M1,,1:13.676,,
M2,,2:09.289,,
R1, 1-1,0:00.000,0:22.474,0:22.474
R2, 1-2,0:22.474,0:48.086,0:25.611
R3, 1-3,0:48.086,1:13.676,0:25.590
R4, 1-4,1:13.676,1:29.869,0:16.193
R5, 1-5,1:29.869,1:45.764,0:15.895
R6, 2-1,1:45.764,2:02.082,0:16.317
R7, 2-2,2:02.082,2:22.127,0:20.045
R8, 2-3,2:22.127,2:41.415,0:19.287
R9, 2-4,2:41.415,2:51.063,0:09.647
R10,2-5,2:51.063,3:04.574,0:13.511
