#,Name,Start,End,Length
R1,1-1,0:00.000,0:22.474,0:22.474
R2,1-2,0:22.474,0:44.908,0:22.434
R3,1-3,0:44.908,1:07.452,0:22.543
R4,1-4,1:07.452,1:26.428,0:18.976
R5,1-5,1:26.428,1:45.764,0:19.336
R6,2-1,1:45.764,2:02.082,0:16.317
R7,2-2,2:02.082,2:22.127,0:20.045
R8,2-3,2:22.127,2:41.415,0:19.287
R9,2-4,2:41.415,3:04.574,0:23.159
