#,Name,Start,End,Length
R1,1-1,0:00.000,0:11.719,0:11.719
R2,1-2,0:11.719,0:30.055,0:18.336
R3,2-1,0:30.055,0:46.981,0:16.925
R4,2-2,0:46.981,0:59.333,0:12.352
R5,2-3,0:59.333,1:12.035,0:12.702
R6,3-1,1:12.035,1:22.915,0:10.880
R7,1-2,1:22.915,1:41.283,0:18.368
R8,2-1,1:41.283,1:59.460,0:18.176
