#,Name,Start,End,Length
R1,1-1,0:00.000,0:04.540,0:04.540
R2,1-2,0:04.540,0:11.895,0:07.355
R3,2-1,0:11.895,0:18.857,0:06.961
R4,2-2,0:18.857,0:26.978,0:08.121
R5,3-1,0:26.978,0:33.607,0:06.629
R6,3-2,0:33.607,0:41.911,0:08.304
R7,4-1,0:41.911,0:50.535,0:08.624
R8,4-2,0:50.535,0:57.430,0:06.894
R9,5-1,0:57.430,1:05.747,0:08.316
R10,5-2,1:05.747,1:13.759,0:08.012
R11,5-1,1:13.759,1:18.394,0:04.634
R12,5-2,1:18.394,1:27.393,0:08.999
