#,Name,Start,End,Length
R1,1-1,0:00.000,0:02.939,0:02.939
R2,1-2,0:02.939,0:07.131,0:04.192
R3,1-3,0:07.131,0:10.523,0:03.392
R4,2-1,0:10.523,0:14.658,0:04.134
