#,Name,Start,End,Length
R0,1-1,0:00.000,0:01.747,0:01.747
R1,1-2,0:01.747,0:06.724,0:04.976
R2,2-1,0:06.724,0:11.923,0:05.199
R3,2-2,0:11.923,0:17.111,0:05.187
R4,3-1,0:17.111,0:22.460,0:05.349
R5,3-2,0:22.460,0:27.723,0:05.262
R6,4-1,0:27.723,0:29.962,0:02.238
R7,4-2,0:29.962,0:35.357,0:05.395
