#,Name,Start,End,Length
R0,1-1,0:00.000,0:12.493,0:12.493
R1,2-1,0:12.493,0:27.147,0:14.654
R2,2-2,0:27.147,0:35.328,0:08.181
R3,2-3,0:35.328,0:44.897,0:09.568
R4,3-1,0:44.897,0:54.795,0:09.898
R5,3-2,0:54.795,1:06.788,0:11.992
R6,3-3,1:06.788,1:13.028,0:06.239
M1,altro non abita,0:24.392,,
M2,altro non abita,0:45.290,,
