#,Name,Start,End,Length
R1,1-1,0:00.000,0:18.688,0:18.688
R2,1-2,0:18.688,0:36.352,0:17.664
R3,1-3,0:36.352,0:46.048,0:09.696
R4,2-1,0:46.048,1:10.575,0:24.526
R5,2-2,1:10.575,1:37.777,0:27.202
R6,3-1,1:37.777,1:55.517,0:17.740
R7,3-2,1:55.517,2:12.509,0:16.992
R8,3-3,2:12.509,2:29.261,0:16.752
R9,3-4,2:29.261,2:52.013,0:22.752
R10,4-1,2:52.013,3:09.149,0:17.136
R11,4-2,3:09.149,3:25.725,0:16.576
