#,Name,Start,End,Length
M1,odi i pianti,0:45.476,,
R0,1-1,0:00.000,0:12.996,0:12.996
R1,2-1,0:12.996,0:33.920,0:20.923
R2,2-2,0:33.920,0:51.630,0:17.710
R3,3-1,0:51.630,1:12.313,0:20.682
R4,3-2,1:12.313,1:38.665,0:26.351
