#,Name,Start,End,Length
R1,1-1,0:00.000,0:04.539,0:04.539
R2,1-2,0:04.539,0:09.629,0:05.089
R3,1-3,0:09.629,0:14.627,0:04.998
R4,2-1,0:14.627,0:19.876,0:05.249
R5,2-2,0:19.876,0:25.139,0:05.262
R6,2-3,0:25.139,0:31.267,0:06.128
R7,3-1,0:31.267,0:38.667,0:07.400
