#,Name,Start,End,Length
R1,1-1,0:00.000,0:12.022,0:12.022
R2,1-2,0:12.022,0:19.346,0:07.323
R3,1-3,0:19.346,0:25.664,0:06.318
R4,2-1,0:25.664,0:32.853,0:07.189
R5,2-2,0:32.853,0:39.740,0:06.886
R6,2-3,0:39.740,0:46.458,0:06.718
R7,2-4,0:46.458,0:52.379,0:05.921
R8,2-5,0:52.379,0:57.951,0:05.571
