#,Name,Start,End,Length
R1,1-1,0:00.000,0:07.679,0:07.679
R2,1-2,0:07.679,0:22.787,0:15.107
R3,1-3,0:22.787,0:30.216,0:07.429
R4,2-1,0:30.216,0:37.735,0:07.518
R5,2-2,0:37.735,0:45.335,0:07.600
R6,2-3,0:45.335,0:54.510,0:09.174
