#,Name,Start,End,Length
R1,1-1,0:00.000,0:05.725,0:05.725
R2,1-2,0:05.725,0:15.976,0:10.250
R3,1-3,0:15.976,0:25.683,0:09.706
R4,1-4,0:25.683,0:39.155,0:13.472
R5,1-5,0:39.155,0:50.536,0:11.381
R6,2-1,0:50.536,0:59.687,0:09.150
