#,Name,Start,End,Length
R1,1-1,0:00.000,0:07.931,0:07.931
R2,2-1,0:07.931,0:18.171,0:10.240
R3,2-2,0:18.171,0:28.570,0:10.398
R4,2-3,0:28.570,0:40.782,0:12.211
R5,3-1,0:40.782,0:52.701,0:11.919
R6,3-2,0:52.701,1:09.626,0:16.925
R7,3-3,1:09.626,1:20.845,0:11.218
R8,4-1,1:20.845,1:32.327,0:11.482
R9,4-2,1:32.327,1:45.450,0:13.122
R10,4-3,1:45.450,1:57.932,0:12.482
R11,5-1,1:57.932,2:11.589,0:13.657
R12,5-2,2:11.589,2:15.649,0:04.060
