#,Name,Start,End,Length
R1,1-1,0:00.000,0:05.423,0:05.423
R2,1-2,0:05.423,0:10.319,0:04.895
R3,2-1,0:10.319,0:13.348,0:03.029
R4,2-2,0:13.348,0:16.417,0:03.068
R5,3-1,0:16.417,0:20.791,0:04.374
