#,Name,Start,End,Length
R1,1-1,0:00.000,0:08.701,0:08.701
R2,2-1,0:08.701,0:13.464,0:04.762
R3,2-2,0:13.464,0:18.076,0:04.612
R4,3-1,0:18.076,0:25.423,0:07.346
R5,3-2,0:25.423,0:28.677,0:03.254
