#,Name,Start,End,Length
R1,1-1,0:00.000,0:14.701,0:14.701
R2,1-2,0:14.701,0:28.847,0:14.146
R3,1-3,0:28.847,0:42.548,0:13.700
R4,1-4,0:42.548,0:56.150,0:13.602
R5,1-5,0:56.150,1:09.382,0:13.231
