#,Name,Start,End,Length
R1,1-1,0:00.000,0:15.571,0:15.571
R2,1-2,0:15.571,0:30.355,0:14.784
R3,1-3,0:30.355,0:44.787,0:14.432
R4,1-4,0:44.787,0:59.016,0:14.229
R5,1-5,0:59.016,1:15.634,0:16.617
