#,Name,Start,End,Length
R1,1-1,0:00.000,0:04.815,0:04.815
R2,1-2,0:04.815,0:08.034,0:03.219
R3,2-1,0:08.034,0:11.216,0:03.182
R4,2-2,0:11.216,0:15.731,0:04.514
