#,Name,Start,End,Length
R1,1-1,0:00.000,0:07.952,0:07.952
R2,1-2,0:07.952,0:12.468,0:04.516
R3,2-1,0:12.468,0:16.914,0:04.445
R4,2-2,0:16.914,0:23.729,0:06.815
R5,3-1,0:23.729,0:30.436,0:06.706
R6,3-2,0:30.436,0:34.897,0:04.461
R7,4-1,0:34.897,0:41.590,0:06.692
R8,4-2,0:41.590,0:48.865,0:07.274
