#,Name,Start,End,Length
R1,1-1,0:00.000,0:00.887,0:00.887
R2,1-2,0:00.887,0:06.825,0:05.937
R3,2-1,0:06.825,0:10.850,0:04.025
R4,2-2,0:10.850,0:14.978,0:04.128
R5,3-1,0:14.978,0:18.967,0:03.989
R6,3-2,0:18.967,0:23.143,0:04.176
R7,4-1,0:23.143,0:29.692,0:06.549
