#,Name,Start,End,Length
R1,1-1,0:00.000,0:04.769,0:04.769
R2,1-2,0:04.769,0:17.569,0:12.800
R3,1-3,0:17.569,0:27.457,0:09.888
R4,2-1,0:27.457,0:38.303,0:10.846
R5,2-2,0:38.303,0:50.017,0:11.713
R6,2-3,0:50.017,1:02.785,0:12.768
R7,3-1,1:02.785,1:16.682,0:13.897
