#,Name,Start,End,Length
M1,,0:21.780,,
R0,1-1,0:00.000,0:10.833,0:10.833
R1,1-2,0:10.833,0:21.780,0:10.946
R2,2-1,0:21.780,0:32.733,0:10.953
R3,2-2,0:32.733,0:43.605,0:10.872
R4,3-1,0:43.605,0:54.507,0:10.902
R5,3-2,0:54.507,1:10.909,0:16.401
