#,Name,Start,End,Length
M1,,0:27.405,,
R0,1-1,0:00.000,0:04.013,0:04.013
R1,2-1,0:04.013,0:11.048,0:07.035
R2,2-2,0:11.048,0:17.697,0:06.649
R3,3-1,0:17.697,0:24.401,0:06.703
R4,3-2,0:24.401,0:31.009,0:06.607
R5,4-1,0:31.009,0:37.687,0:06.678
R6,4-2,0:37.687,0:47.777,0:10.090
