#,Name,Start,End,Length
M1,Voyez-les,1:07.424,,
R0,1-1,0:00.000,0:11.217,0:11.217
R1,2-1,0:11.217,0:21.886,0:10.669
R2,2-2,0:21.886,0:31.079,0:09.193
R3,2-3,0:31.079,0:40.273,0:09.193
R4,2-4,0:40.273,0:50.891,0:10.618
R5,2-5,0:50.891,1:07.424,0:16.532
R6,3-1,1:07.424,1:16.055,0:08.631
R7,3-2,1:16.055,1:24.526,0:08.471
R8,3-3,1:24.526,1:30.849,0:06.323
R9,3-4,1:30.849,1:37.340,0:06.490
R10,3-5,1:37.340,1:47.300,0:09.960
